sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC
SAMD00108033	3275649	77	42540.9	367617	217	0	0	176962	6	102638	11	60205	19	100.0	0.1	100.0	Neural Network (Specific Model)	11.0	0.877	176962.0	310.41003236245956	3275649.0	0.54	3090.0		Y	N	DRR119682	gtdb_genomes_reps_r214/database/GCF/000/011/325/GCF_000011325.1_genomic.fna.gz	99.9352	99.8379	100.0	38.0	NA-NA	HIGH	NA-NA	38.0	38.603	14109/14118	100.0	NC_003450.3 Corynebacterium glutamicum ATCC 13032, complete sequence	Corynebacterium glutamicum	Corynebacterium glutamicum	T	Pass
SAMD00108033	3275649	77	42540.9	367617	217	0	0	176962	6	102638	11	60205	19	100.0	0.1	100.0	Neural Network (Specific Model)	11.0	0.877	176962.0	310.41003236245956	3275649.0	0.54	3090.0		Y	N	DRR119682	gtdb_genomes_reps_r214/database/GCF/002/831/585/GCF_002831585.1_genomic.fna.gz	0.0648	0.1621	98.17	0.025	96.17-100.31	0.025	0.01-0.04	1.0	1.012	493/35123	87.14	NZ_CP025113.1 Bradyrhizobium sp. SK17 strain CBNU chromosome, complete genome	Bradyrhizobium sp002831585	Corynebacterium glutamicum	T	Pass
SAMN21386025	5327323	179	29761.58	785065	201	0	0	428626	5	159300	10	77509	18	100.0	0.78	100.0	Neural Network (Specific Model)	11.0	0.875	428626.0	293.76009053187477	5327323.0	0.52	5302.0		Y	N	SRR15838792	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.02	40.0	NA-NA	HIGH	NA-NA	40.0	39.721	15645/21226	99.02	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN12571640	4871538	84	57994.5	678029	220	0	0	199207	7	150133	13	50715	25	98.92	0.07	100.0	Neural Network (Specific Model)	11.0	0.877	199207.0	308.94650205761315	4871538.0	0.52	4617.0		Y	N	SRR9965325	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.87	54.0	NA-NA	HIGH	NA-NA	54.0	53.301	20404/21226	99.87	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN17771246	4741826	67	70773.52	990808	222	0	0	472357	4	300178	7	97292	12	98.91	0.08	100.0	Neural Network (Specific Model)	11.0	0.877	472357.0	314.5594833446635	4741826.0	0.52	4413.0		Y	N	SRR13620053	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.1	55.0	NA-NA	HIGH	NA-NA	55.0	53.896	16017/21226	99.1	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA4929424	2068557	65	31823.95	346900	208	0	0	145345	5	82371	9	54637	15	100.0	0.19	100.0	Neural Network (Specific Model)	11.0	0.862	145345.0	284.2162291169451	2068557.0	0.4	2095.0		Y	N	ERR3724652	gtdb_genomes_reps_r214/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	100.0	100.0	99.05	120.0	NA-NA	HIGH	NA-NA	120.0	120.194	6384/8578	99.05	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence	Streptococcus pneumoniae	Streptococcus pneumoniae	T	Pass
SAMN22561290	4860992	143	33992.95	815306	213	0	0	444768	5	192126	8	89520	15	99.86	0.03	100.0	Neural Network (Specific Model)	11.0	0.875	444768.0	304.64328614328616	4860992.0	0.52	4662.0		Y	N	SRR16563232	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.82	65.0	NA-NA	HIGH	NA-NA	65.0	64.996	14677/21226	98.82	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA5082030	2102735	44	47789.43	303988	201	0	0	226630	4	71061	8	46096	15	100.0	0.15	100.0	Neural Network (Specific Model)	11.0	0.858	226630.0	287.61736641221376	2102735.0	0.4	2096.0		Y	N	ERR3984137	gtdb_genomes_reps_r214/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	100.0	100.0	99.1	89.0	NA-NA	HIGH	NA-NA	89.0	89.16	6489/8578	99.1	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence	Streptococcus pneumoniae	Streptococcus pneumoniae	T	Pass
SAMN14009899	4601814	71	64814.28	1957970	201	0	0	515738	2	386374	4	90797	10	99.45	0.1	100.0	Neural Network (Specific Model)	11.0	0.876	515738.0	315.4053864168618	4601814.0	0.52	4270.0		Y	N	SRR11031132	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.51	71.0	NA-NA	HIGH	NA-NA	71.0	72.088	13341/21226	98.51	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN12205261	4725921	54	87517.06	822616	201	0	0	737794	3	439504	5	392983	7	98.92	0.02	100.0	Neural Network (Specific Model)	11.0	0.877	737794.0	314.0149761742682	4725921.0	0.52	4407.0		Y	N	SRR9637565	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	99.8972	99.8955	99.05	38.0	NA-NA	HIGH	NA-NA	38.0	38.705	15799/21226	99.05	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN12205261	4725921	54	87517.06	822616	201	0	0	737794	3	439504	5	392983	7	98.92	0.02	100.0	Neural Network (Specific Model)	11.0	0.877	737794.0	314.0149761742682	4725921.0	0.52	4407.0		Y	N	SRR9637565	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	0.1028	0.1045	96.92	0.039	95.25-99.04	0.039	0.02-0.07	1.0	0.976	333/21223	87.46	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Salmonella enterica	T	Pass
SAMN31207554	4960580	151	32851.52	311280	204	0	0	158350	11	92657	19	37160	34	99.82	0.41	100.0	Neural Network (Specific Model)	11.0	0.87	158350.0	306.3874601487779	4960580.0	0.52	4705.0		Y	N	SRR21838115	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.79	68.0	NA-NA	HIGH	NA-NA	68.0	67.705	14568/21226	98.79	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN18618324	4695086	46	102067.09	880819	204	0	0	555167	4	282972	6	130620	11	99.0	0.05	100.0	Neural Network (Specific Model)	11.0	0.878	555167.0	316.3957710871064	4695086.0	0.52	4351.0		Y	N	SRR14143851	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.45	74.0	NA-NA	HIGH	NA-NA	74.0	74.204	17887/21226	99.45	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA112254103	2209270	126	17533.89	278056	200	0	0	80949	9	59034	15	23215	27	98.73	0.11	99.99	Neural Network (Specific Model)	11.0	0.839	80949.0	272.7252311756935	2209270.0	0.52	2271.0		Y	N	ERR10687045	gtdb_genomes_reps_r214/database/GCF/003/315/235/GCF_003315235.1_genomic.fna.gz	100.0	100.0	99.73	80.0	NA-NA	HIGH	NA-NA	80.0	90.809	8385/9129	99.73	NZ_QNRU01000001.1 Neisseria gonorrhoeae strain DSM 9188 Ga0244522_101, whole genome shotgun sequence	Neisseria gonorrhoeae	Neisseria gonorrhoeae	T	Pass
SAMEA7632537	1685868	33	51086.91	355654	207	0	0	119467	5	90154	8	72040	12	100.0	0.14	100.0	Neural Network (Specific Model)	11.0	0.942	119467.0	303.1500285225328	1685868.0	0.3	1753.0		Y	N	ERR4879474	gtdb_genomes_reps_r214/database/GCF/001/457/695/GCF_001457695.1_genomic.fna.gz	100.0	100.0	98.1	63.0	NA-NA	HIGH	NA-NA	63.0	83.302	4092/7417	98.1	NZ_LN831025.1 Campylobacter jejuni strain NCTC11351 chromosome 1, complete sequence	Campylobacter_D jejuni	Campylobacter_D jejuni	T	Pass
SAMN21509414	5295876	322	16446.82	375284	200	0	0	92207	20	50345	35	18772	67	100.0	0.05	100.0	Neural Network (Specific Model)	11.0	0.877	92207.0	297.6475331157612	5295876.0	0.5	5209.0		Y	N	SRR15970257	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.24	59.0	NA-NA	HIGH	NA-NA	59.0	61.492	8919/21223	97.24	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN31107790	4612778	59	78182.68	1190405	201	0	0	416378	3	204015	7	148283	12	98.87	0.06	100.0	Neural Network (Specific Model)	11.0	0.877	416378.0	314.8039627039627	4612778.0	0.52	4290.0		Y	N	SRR21768918	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.91	47.0	NA-NA	HIGH	NA-NA	47.0	46.501	15104/21226	98.91	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN20371780	5265944	93	56623.05	778685	208	0	0	572983	4	391908	7	81595	13	99.71	0.07	100.0	Neural Network (Specific Model)	11.0	0.862	572983.0	315.8409754064193	5265944.0	0.45	4798.0		Y	N	SRR15240073	gtdb_genomes_reps_r214/database/GCF/013/385/985/GCF_013385985.1_genomic.fna.gz	0.0419	0.0542	98.57	0.035	97.30-100.15	0.035	0.02-0.05	1.0	1.014	645/28754	88.47	NZ_JACAOY010000001.1 Pseudomonas sp. B6002 run0228_B6002_S26_L005_contig_1, whole genome shotgun sequence	Pseudomonas_E sp013385985	Vibrio parahaemolyticus	T	Pass
SAMN20371780	5265944	93	56623.05	778685	208	0	0	572983	4	391908	7	81595	13	99.71	0.07	100.0	Neural Network (Specific Model)	11.0	0.862	572983.0	315.8409754064193	5265944.0	0.45	4798.0		Y	N	SRR15240073	gtdb_genomes_reps_r214/database/GCF/900/460/535/GCF_900460535.1_genomic.fna.gz	99.9581	99.9458	98.61	83.0	NA-NA	HIGH	NA-NA	83.0	83.994	14184/21879	98.61	NZ_UHIL01000004.1 Vibrio parahaemolyticus strain NCTC10903, whole genome shotgun sequence	Vibrio parahaemolyticus	Vibrio parahaemolyticus	T	Pass
SAMN26797687	1792288	108	16595.26	305721	206	0	0	165483	4	106390	7	20498	13	99.87	0.02	99.99	Neural Network (Specific Model)	11.0	0.93	165483.0	287.16065911431514	1792288.0	0.31	1942.0		Y	N	SRR18337927	gtdb_genomes_reps_r214/database/GCF/000/254/135/GCF_000254135.1_genomic.fna.gz	100.0	100.0	98.86	71.0	NA-NA	HIGH	NA-NA	71.0	91.993	5523/7880	98.86	NZ_AINS01000187.1 Campylobacter coli LMG 9860 n_392_l_219_c_87.132423, whole genome shotgun sequence	Campylobacter_D coli	Campylobacter_D coli	T	Pass
SAMEA111538534	3024780	237	12762.78	149134	200	0	0	39131	21	25910	40	9801	77	99.34	2.13	100.0	Neural Network (Specific Model)	11.0	0.848	39131.0	286.4884576781532	3024780.0	0.38	2989.0		Y	N	ERR10688097	gtdb_genomes_reps_r214/database/GCF/001/544/255/GCF_001544255.1_genomic.fna.gz	100.0	100.0	99.55	28.0	NA-NA	HIGH	NA-NA	28.0	28.06	9283/10679	99.55	NZ_BCQD01000001.1 Enterococcus faecium NBRC 100486, whole genome shotgun sequence	Enterococcus_B faecium	Enterococcus_B faecium	T	Pass
SAMN20572609	2999485	275	10907.22	98466	201	0	0	37230	25	20972	47	8603	89	99.32	1.34	100.0	Neural Network (Specific Model)	11.0	0.842	37230.0	284.55937921727394	2999485.0	0.38	2964.0		Y	N	SRR16917123	gtdb_genomes_reps_r214/database/GCF/001/544/255/GCF_001544255.1_genomic.fna.gz	100.0	100.0	99.55	31.0	NA-NA	HIGH	NA-NA	31.0	31.841	9274/10679	99.55	NZ_BCQD01000001.1 Enterococcus faecium NBRC 100486, whole genome shotgun sequence	Enterococcus_B faecium	Enterococcus_B faecium	T	Pass
SAMN16231941	4825777	69	69938.8	518393	217	0	0	261268	7	170939	11	69350	19	99.79	0.03	100.0	Neural Network (Specific Model)	11.0	0.878	261268.0	312.46884666372074	4825777.0	0.52	4526.0		Y	N	SRR12682731	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.01	42.0	NA-NA	HIGH	NA-NA	42.0	41.645	15614/21226	99.01	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN27862211	1803498	51	35362.71	217653	223	0	0	148740	5	68205	9	35696	15	98.98	0.41	100.0	Neural Network (Specific Model)	11.0	0.868	148740.0	297.2308129619102	1803498.0	0.38	1759.0		Y	N	SRR18934061	gtdb_genomes_reps_r214/database/GCF/002/055/535/GCF_002055535.1_genomic.fna.gz	100.0	100.0	98.95	33.0	NA-NA	HIGH	NA-NA	33.0	33.372	5722/7935	98.95	NZ_LN831034.1 Streptococcus pyogenes strain NCTC8198 chromosome 1, complete sequence	Streptococcus pyogenes	Streptococcus pyogenes	T	Pass
SAMD00142516	4355387	115	37872.93	295982	209	0	0	105830	14	74900	24	40713	39	98.67	0.43	100.0	Neural Network (Specific Model)	11.0	0.903	105830.0	320.7073170731707	4355387.0	0.66	4100.0		Y	N	DRR188585	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.94	68.0	NA-NA	HIGH	NA-NA	68.0	68.181	18381/18742	99.94	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMN16729424	1627452	39	41729.54	233583	207	0	0	185332	4	171608	6	77866	10	100.0	0.05	99.99	Neural Network (Specific Model)	11.0	0.945	185332.0	309.3965102286402	1627452.0	0.3	1662.0		Y	N	SRR13020840	gtdb_genomes_reps_r214/database/GCF/001/457/695/GCF_001457695.1_genomic.fna.gz	100.0	100.0	97.97	41.0	NA-NA	HIGH	NA-NA	41.0	43.19	3928/7417	97.97	NZ_LN831025.1 Campylobacter jejuni strain NCTC11351 chromosome 1, complete sequence	Campylobacter_D jejuni	Campylobacter_D jejuni	T	Pass
SAMN18810833	4763295	60	79388.25	1001902	220	0	0	439147	4	231068	7	138405	12	99.03	0.11	100.0	Neural Network (Specific Model)	11.0	0.875	439147.0	312.49450056116723	4763295.0	0.52	4455.0		Y	N	SRR14288903	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.19	58.0	NA-NA	HIGH	NA-NA	58.0	58.38	16514/21226	99.19	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN22783507	4820382	79	61017.49	331780	218	0	0	173177	11	124109	17	46923	30	99.8	0.03	100.0	Neural Network (Specific Model)	11.0	0.876	173177.0	308.93295354951795	4820382.0	0.52	4564.0		Y	N	SRR16637538	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	99.9541	99.959	99.03	51.0	NA-NA	HIGH	NA-NA	51.0	49.731	15695/21226	99.03	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN22783507	4820382	79	61017.49	331780	218	0	0	173177	11	124109	17	46923	30	99.8	0.03	100.0	Neural Network (Specific Model)	11.0	0.876	173177.0	308.93295354951795	4820382.0	0.52	4564.0		Y	N	SRR16637538	gtdb_genomes_reps_r214/database/GCF/900/101/175/GCF_900101175.1_genomic.fna.gz	0.0459	0.041	98.2	0.023	95.23-98.55	0.023	0.02-0.05	1.0	1.008	260/19218	87.04	NZ_FNFQ01000016.1 Stenotrophomonas pavanii strain LMG 25348, whole genome shotgun sequence	Stenotrophomonas pavanii	Salmonella enterica	T	Pass
SAMN27862295	1792795	26	68953.65	237874	225	0	0	223307	4	102796	7	76568	11	99.26	0.38	100.0	Neural Network (Specific Model)	11.0	0.868	223307.0	299.03742084052965	1792795.0	0.38	1737.0		Y	N	SRR18934039	gtdb_genomes_reps_r214/database/GCF/002/055/535/GCF_002055535.1_genomic.fna.gz	100.0	100.0	98.94	22.0	NA-NA	HIGH	NA-NA	22.0	22.05	5698/7935	98.94	NZ_LN831034.1 Streptococcus pyogenes strain NCTC8198 chromosome 1, complete sequence	Streptococcus pyogenes	Streptococcus pyogenes	T	Pass
SAMN11878598	1751166	43	40724.79	185922	245	0	0	89221	7	55179	12	29897	21	100.0	0.12	100.0	Neural Network (Specific Model)	11.0	0.941	89221.0	296.60570199031736	1751166.0	0.3	1859.0		Y	N	SRR9141239	gtdb_genomes_reps_r214/database/GCF/001/457/695/GCF_001457695.1_genomic.fna.gz	99.9336	99.8109	98.1	57.0	NA-NA	HIGH	NA-NA	57.0	68.917	4098/7417	98.1	NZ_LN831025.1 Campylobacter jejuni strain NCTC11351 chromosome 1, complete sequence	Campylobacter_D jejuni	Campylobacter_D jejuni	T	Pass
SAMN11878598	1751166	43	40724.79	185922	245	0	0	89221	7	55179	12	29897	21	100.0	0.12	100.0	Neural Network (Specific Model)	11.0	0.941	89221.0	296.60570199031736	1751166.0	0.3	1859.0		Y	N	SRR9141239	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	0.0664	0.1891	96.53	0.038	94.78-98.20	0.038	0.02-0.06	1.0	1.026	270/21223	86.87	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Campylobacter_D jejuni	T	Pass
SAMN12635967	2169052	132	16432.21	207879	200	0	0	69371	11	46455	18	16733	34	98.79	0.1	99.99	Neural Network (Specific Model)	11.0	0.837	69371.0	273.510599909788	2169052.0	0.52	2217.0		Y	N	SRR16643908	gtdb_genomes_reps_r214/database/GCF/003/315/235/GCF_003315235.1_genomic.fna.gz	100.0	100.0	99.72	75.0	NA-NA	HIGH	NA-NA	75.0	88.037	8366/9129	99.72	NZ_QNRU01000001.1 Neisseria gonorrhoeae strain DSM 9188 Ga0244522_101, whole genome shotgun sequence	Neisseria gonorrhoeae	Neisseria gonorrhoeae	T	Pass
SAMN11846623	6587274	255	25832.45	363879	210	0	0	98694	20	60698	38	25775	69	100.0	2.03	100.0	Neural Network (Specific Model)	11.0	0.901	98694.0	362.81908075444056	6587274.0	0.42	5461.0		Y	N	SRR9205596	gtdb_genomes_reps_r214/database/GCF/001/314/995/GCF_001314995.1_genomic.fna.gz	100.0	100.0	97.62	15.0	NA-NA	HIGH	NA-NA	15.0	15.173	12969/27397	97.62	NZ_CP012938.1 Bacteroides ovatus strain ATCC 8483 chromosome, complete genome	Bacteroides ovatus	Bacteroides ovatus	T	Pass
SAMN29407109	2162994	154	14045.42	174565	201	0	0	72192	10	34501	19	12252	38	99.56	0.0	100.0	Neural Network (Specific Model)	11.0	0.821	72192.0	290.71029411764704	2162994.0	0.52	2040.0		Y	N	SRR19893978	gtdb_genomes_reps_r214/database/GCF/900/638/555/GCF_900638555.1_genomic.fna.gz	100.0	100.0	98.58	62.0	NA-NA	HIGH	NA-NA	62.0	58.302	5707/8878	98.58	NZ_LR134525.1 Neisseria meningitidis strain NCTC10025 chromosome 1, complete sequence	Neisseria meningitidis	Neisseria meningitidis	T	Pass
SAMEA112471144	2441856	48	50872.0	428456	203	0	0	146371	6	101586	10	45707	18	100.0	0.45	99.99	Neural Network (Specific Model)	11.0	0.896	146371.0	309.9656779661017	2441856.0	0.54	2360.0		Y	N	ERR10841079	gtdb_genomes_reps_r214/database/GCF/001/457/455/GCF_001457455.1_genomic.fna.gz	100.0	100.0	98.68	112.0	NA-NA	HIGH	NA-NA	112.0	111.208	6961/10496	98.68	NZ_LN831026.1 Corynebacterium diphtheriae strain NCTC11397 chromosome 1, complete sequence	Corynebacterium diphtheriae	Corynebacterium diphtheriae	T	Pass
SAMN12438286	5162810	138	37411.67	460561	209	0	0	102844	16	65752	28	30248	52	100.0	0.63	100.0	Neural Network (Specific Model)	11.0	0.88	102844.0	315.04277408637876	5162810.0	0.5	4816.0		Y	N	SRR9913811	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.42	54.0	NA-NA	HIGH	NA-NA	54.0	55.925	9424/21223	97.42	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMEA112471170	2343529	51	45951.55	339251	206	0	0	118764	7	71576	12	39225	21	100.0	1.01	100.0	Neural Network (Specific Model)	11.0	0.899	118764.0	322.67048579285057	2343529.0	0.54	2182.0		Y	N	ERR10841105	gtdb_genomes_reps_r214/database/GCF/001/457/455/GCF_001457455.1_genomic.fna.gz	100.0	100.0	98.48	113.0	NA-NA	HIGH	NA-NA	113.0	112.186	6527/10496	98.48	NZ_LN831026.1 Corynebacterium diphtheriae strain NCTC11397 chromosome 1, complete sequence	Corynebacterium diphtheriae	Corynebacterium diphtheriae	T	Pass
SAMEA9478559	4978488	97	51324.62	557536	204	0	0	208885	8	122097	14	43933	26	99.78	0.11	100.0	Neural Network (Specific Model)	11.0	0.874	208885.0	308.24543911752227	4978488.0	0.52	4714.0		Y	N	ERR10227806	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.84	35.0	NA-NA	HIGH	NA-NA	35.0	35.579	20183/21226	99.84	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN12393012	5731710	192	29852.66	399298	224	0	0	199109	10	100393	19	23670	38	98.69	1.12	100.0	Neural Network (Specific Model)	11.0	0.878	199109.0	305.1277908876384	5731710.0	0.57	5509.0		Y	N	SRR9858773	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	100.0	100.0	99.06	18.0	NA-NA	HIGH	NA-NA	18.0	18.448	17765/23841	99.06	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Klebsiella pneumoniae	T	Pass
SAMN28093661	4481839	409	10958.04	79232	201	0	0	31686	46	17523	83	6015	169	100.0	0.23	100.0	Neural Network (Specific Model)	11.0	0.863	31686.0	279.8391078388913	4481839.0	0.51	4618.0		Y	N	SRR19086858	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.93	54.0	NA-NA	HIGH	NA-NA	54.0	55.364	8082/21223	96.93	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN20722184	5067961	403	12575.59	257925	200	0	0	48550	28	27242	55	9419	115	100.0	0.07	100.0	Neural Network (Specific Model)	11.0	0.878	48550.0	293.5202529144438	5067961.0	0.51	5061.0		Y	N	SRR15423973	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.27	44.0	NA-NA	HIGH	NA-NA	44.0	43.417	9001/21223	97.27	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMD00117911	4377446	131	33415.62	295735	206	0	0	105953	13	67987	23	29244	41	99.05	0.47	100.0	Neural Network (Specific Model)	11.0	0.903	105953.0	319.4266376601402	4377446.0	0.66	4137.0		Y	N	DRR130203	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.94	158.0	NA-NA	HIGH	NA-NA	158.0	157.727	18423/18742	99.94	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMN19668137	4914549	62	79266.92	590974	220	0	0	325894	6	179925	10	90285	18	99.69	0.04	100.0	Neural Network (Specific Model)	11.0	0.877	325894.0	309.03135738831617	4914549.0	0.52	4656.0		Y	N	SRR14788722	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.91	40.0	NA-NA	HIGH	NA-NA	40.0	40.292	20635/21226	99.91	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN26722652	4778236	88	54298.14	883740	201	0	0	397984	4	321971	7	96973	13	98.77	0.04	100.0	Neural Network (Specific Model)	11.0	0.877	397984.0	307.77474703035637	4778236.0	0.52	4546.0		Y	N	SRR18337569	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.9	36.0	NA-NA	HIGH	NA-NA	36.0	35.559	15085/21226	98.9	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
