sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC	QC_Prediction
SAMEA3876196	5256331	332	15832.32	282399	200	0	0	97147	16	53201	30	19268	62	100.0	0.08	100.0	Neural Network (Specific Model)	11.0	0.879	97147.0	304.0945626477541	5256331.0	0.5	5076.0		Y	N	ERR1276257	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.62	23.0	NA-NA	HIGH	NA-NA	23.0	22.914	10069/21223	97.62	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN17569901	3955696	411	9624.56	56458	201	0	0	16773	69	10402	127	5192	232	92.69	0.56	83.16	Neural Network (Specific Model)	11.0	0.863	16773.0	282.2167780252413	3955696.0	0.5	4041.0		Y	N	SRR13523666	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.32	9.303	NA-NA	HIGH	NA-NA	9.0	9.303	9136/21223	97.32	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN18191216	7123047	4991	1427.18	96716	200	0	0	2591	576	1290	1369	538	3174	100.0	27.7	94.49	Gradient Boost (General Model)	11.0	0.876	2591.0	201.7949065556309	7123047.0	0.51	10327.0		Y	N	SRR13870886	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.9	159.0	NA-NA	HIGH	NA-NA	159.0	138.624	10991/21223	97.9	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN13153230	4961624	82	60507.61	336462	209	0	0	174426	11	122389	17	77589	27	100.0	0.08	100.0	Neural Network (Specific Model)	11.0	0.879	174426.0	313.35033354852595	4961624.0	0.51	4647.0		Y	N	SRR10359951	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.27	91.0	NA-NA	HIGH	NA-NA	91.0	88.116	8985/21223	97.27	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN18191013	6526513	3459	1886.82	66511	200	0	0	5594	260	2061	653	614	1893	98.56	17.0	98.8	Neural Network (Specific Model)	11.0	0.872	5594.0	223.96653705667492	6526513.0	0.51	8487.0		Y	N	SRR13870882	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.57	217.0	NA-NA	HIGH	NA-NA	217.0	200.716	9895/21223	97.57	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN12773243	5417501	408	13278.19	375389	200	0	0	131772	13	90721	23	25123	46	100.0	0.02	100.0	Neural Network (Specific Model)	11.0	0.875	131772.0	290.69537275064266	5417501.0	0.5	5446.0		Y	N	SRR10130894	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.26	30.0	NA-NA	HIGH	NA-NA	30.0	30.079	8974/21223	97.26	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN14518939	5159812	270	19110.41	736901	202	0	0	187983	8	130989	15	34757	29	100.0	1.76	100.0	Neural Network (Specific Model)	11.0	0.88	187983.0	302.3215068766195	5159812.0	0.51	5017.0		Y	N	SRR11464088	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.74	43.0	NA-NA	HIGH	NA-NA	43.0	43.696	14307/21223	98.74	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA6424999	5778340	1848	3126.81	87329	201	0	0	15878	94	7863	196	1599	516	98.38	7.43	100.0	Neural Network (Specific Model)	11.0	0.873	15878.0	248.44690265486724	5778340.0	0.5	6780.0		Y	N	ERR5376523	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.96	30.0	NA-NA	HIGH	NA-NA	30.0	25.842	15335/21223	98.96	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN17367941	5442280	2303	2363.13	56518	201	0	0	8020	208	4759	382	1323	769	99.28	3.85	100.0	Neural Network (Specific Model)	11.0	0.878	8020.0	232.64825877895964	5442280.0	0.51	6863.0		Y	N	SRR13450428	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.24	10.223	NA-NA	HIGH	NA-NA	10.0	10.223	8924/21223	97.24	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN33827464	5215519	381	13689.03	315162	201	0	0	136081	13	88930	22	20343	48	99.96	0.1	100.0	Neural Network (Specific Model)	11.0	0.876	136081.0	292.20478468899523	5215519.0	0.5	5225.0		Y	N	SRR23914610	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.26	25.0	NA-NA	HIGH	NA-NA	25.0	24.728	8959/21223	97.26	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN32147114	4249995	576	7378.46	85276	202	0	0	11416	104	7275	199	3618	354	93.74	3.52	86.22	Neural Network (Specific Model)	11.0	0.873	11416.0	282.2598586733531	4249995.0	0.51	4387.0		Y	N	SRR22674588	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.31	9.504	NA-NA	HIGH	NA-NA	9.0	9.504	9101/21223	97.31	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN33583534	4971338	60	82855.63	597991	234	0	0	282510	7	204345	11	114327	17	99.98	0.75	100.0	Neural Network (Specific Model)	11.0	0.882	282510.0	314.55328749462825	4971338.0	0.51	4654.0		Y	N	SRR23700810	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.73	84.0	NA-NA	HIGH	NA-NA	84.0	83.604	19538/21223	99.73	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA111330879	5303775	165	32144.09	691582	202	0	0	269641	6	188763	11	57137	20	99.97	0.8	100.0	Neural Network (Specific Model)	11.0	0.881	269641.0	308.04322084073414	5303775.0	0.5	5067.0		Y	N	ERR10176617	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.03	32.0	NA-NA	HIGH	NA-NA	32.0	32.843	15702/21223	99.03	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN28102173	4838420	362	13365.8	327353	200	0	0	105654	15	62330	26	22994	51	99.96	9.15	100.0	Neural Network (Specific Model)	11.0	0.88	105654.0	303.50384122919337	4838420.0	0.5	4686.0		Y	N	SRR19097682	gtdb_genomes_reps_r214/database/GCF/001/027/105/GCF_001027105.1_genomic.fna.gz	1.2312	0.6842	98.68	0.922	98.57-98.80	0.922	0.87-0.98	2.0	2.518	4897/11892	97.18	NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome, complete genome	Staphylococcus aureus	Escherichia coli	F	Fail	Pass
SAMN28102173	4838420	362	13365.8	327353	200	0	0	105654	15	62330	26	22994	51	99.96	9.15	100.0	Neural Network (Specific Model)	11.0	0.88	105654.0	303.50384122919337	4838420.0	0.5	4686.0		Y	N	SRR19097682	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	98.7688	99.3158	97.32	74.0	NA-NA	HIGH	NA-NA	74.0	74.139	9141/21223	97.32	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Pass
SAMEA5663144	4620634	171	27021.25	243450	204	0	0	105791	15	61547	27	31136	47	100.0	0.01	100.0	Neural Network (Specific Model)	11.0	0.879	105791.0	308.1209090909091	4620634.0	0.51	4400.0		Y	N	ERR3341302	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.29	14.251	NA-NA	HIGH	NA-NA	14.0	14.251	9063/21223	97.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN26304962	5161172	128	40321.66	455943	212	0	0	295582	8	193353	12	66990	22	100.0	0.29	100.0	Neural Network (Specific Model)	11.0	0.88	295582.0	315.6570179092045	5161172.0	0.51	4802.0		Y	N	SRR21835624	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.68	41.0	NA-NA	HIGH	NA-NA	41.0	41.577	10253/21223	97.68	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN11897596	6535568	5875	1112.44	54979	200	0	0	2526	611	1127	1394	357	3462	96.74	19.92	97.46	Neural Network (Specific Model)	11.0	0.881	2526.0	181.4771291144016	6535568.0	0.51	10603.0		Y	N	SRR9164849	gtdb_genomes_reps_r214/database/GCF/001/457/615/GCF_001457615.1_genomic.fna.gz	0.1541	0.1932	97.77	0.032	96.18-99.54	0.032	0.02-0.05	1.0	1.027	442/27151	87.56	NZ_LN831024.1 Pseudomonas aeruginosa strain NCTC10332 chromosome 1, complete sequence	Pseudomonas aeruginosa	Escherichia coli	F	Fail	Fail
SAMN11897596	6535568	5875	1112.44	54979	200	0	0	2526	611	1127	1394	357	3462	96.74	19.92	97.46	Neural Network (Specific Model)	11.0	0.881	2526.0	181.4771291144016	6535568.0	0.51	10603.0		Y	N	SRR9164849	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8459	99.8068	97.61	21.0	NA-NA	HIGH	NA-NA	21.0	20.679	10023/21223	97.61	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN22608556	5287288	211	25058.24	318300	201	0	0	118030	14	87327	24	26443	44	100.0	1.16	100.0	Neural Network (Specific Model)	11.0	0.88	118030.0	304.74573613017054	5287288.0	0.51	5101.0		Y	N	SRR16599573	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.0694	0.0682	97.16	0.037	95.51-99.08	0.037	0.02-0.06	1.0	0.946	354/21226	87.63	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN22608556	5287288	211	25058.24	318300	201	0	0	118030	14	87327	24	26443	44	100.0	1.16	100.0	Neural Network (Specific Model)	11.0	0.88	118030.0	304.74573613017054	5287288.0	0.51	5101.0		Y	N	SRR16599573	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9306	99.9318	98.95	54.0	NA-NA	HIGH	NA-NA	54.0	54.825	15296/21223	98.95	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA9478677	6093699	705	8643.54	331038	326	0	0	58308	21	24110	54	4104	172	99.96	10.57	100.0	Neural Network (Specific Model)	11.0	0.879	58308.0	288.2580125624094	6093699.0	0.5	6209.0		Y	N	ERR10227334	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.1	21.0	NA-NA	HIGH	NA-NA	21.0	21.262	16032/21223	99.1	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN12684757	5427178	325	16699.01	375267	200	0	0	184324	11	105603	19	26324	39	100.0	0.03	100.0	Neural Network (Specific Model)	11.0	0.876	184324.0	292.8741465214984	5427178.0	0.5	5419.0		Y	N	SRR10059844	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.26	60.0	NA-NA	HIGH	NA-NA	60.0	60.543	8971/21223	97.26	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN29145255	5079686	132	38482.47	420835	217	0	0	159420	11	110011	18	42622	31	100.0	0.18	100.0	Neural Network (Specific Model)	11.0	0.88	159420.0	309.8751557955962	5079686.0	0.51	4814.0		Y	N	SRR19716076	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.38	33.0	NA-NA	HIGH	NA-NA	33.0	33.021	9311/21223	97.38	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA7177437	4787443	178	26895.75	289652	200	0	0	94975	15	63174	28	31070	49	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.88	94975.0	309.3721134814163	4787443.0	0.51	4547.0		Y	N	ERR4452343	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.31	29.0	NA-NA	HIGH	NA-NA	29.0	26.831	9101/21223	97.31	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN12600059	9772454	10606	921.41	40930	200	0	0	1643	1292	820	2992	313	6853	100.0	39.99	96.08	Gradient Boost (General Model)	11.0	0.878	1643.0	166.35161458635284	9772454.0	0.51	17249.0		Y	N	SRR10006021	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.47	35.0	NA-NA	HIGH	NA-NA	35.0	33.377	13170/21223	98.47	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN19845040	1818546	643	2828.22	32926	261	0	0	3771	152	2540	272	1376	465	43.13	0.06	40.47	Neural Network (Specific Model)	11.0	0.868	3771.0	233.98801597869507	1818546.0	0.5	2253.0		Y	N	SRR15082307	gtdb_genomes_reps_r214/database/GCF/000/008/985/GCF_000008985.1_genomic.fna.gz	1.112	0.421	95.37	0.059	92.61-95.77	0.059	0.05-0.12	1.0	1.029	104/7657	87.05	NC_006570.2 Francisella tularensis subsp. tularensis SCHU S4, complete sequence	Francisella tularensis	Escherichia coli	F	Fail	Fail
SAMN19845040	1818546	643	2828.22	32926	261	0	0	3771	152	2540	272	1376	465	43.13	0.06	40.47	Neural Network (Specific Model)	11.0	0.868	3771.0	233.98801597869507	1818546.0	0.5	2253.0		Y	N	SRR15082307	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	98.888	99.579	97.24	5.283	NA-NA	HIGH	NA-NA	5.0	5.283	8923/21223	97.24	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN12600012	8437979	9378	899.76	40746	200	0	0	1529	1207	756	2796	327	6208	100.0	36.32	95.23	Gradient Boost (General Model)	11.0	0.882	1529.0	166.53112449799198	8437979.0	0.51	14940.0		Y	N	SRR10006087	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.9	21.0	NA-NA	HIGH	NA-NA	21.0	21.487	10984/21223	97.9	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN26378909	4237584	960	4414.15	54970	436	0	0	5869	219	4070	393	2254	671	91.17	3.35	84.22	Neural Network (Specific Model)	11.0	0.877	5869.0	266.0889794168096	4237584.0	0.51	4664.0		Y	N	SRR18211936	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.62	5.473	NA-NA	HIGH	NA-NA	5.0	5.473	13789/21223	98.62	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN31685145	5142717	157	32756.16	551925	200	0	0	260736	7	162848	12	43917	24	100.0	0.19	100.0	Neural Network (Specific Model)	11.0	0.88	260736.0	304.21356682769726	5142717.0	0.51	4968.0		Y	N	SRR22257354	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.34	73.0	NA-NA	HIGH	NA-NA	73.0	72.635	9188/21223	97.34	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN25512722	5376703	459	11713.95	277225	201	0	0	97300	17	44051	33	12449	74	100.0	0.02	100.0	Neural Network (Specific Model)	11.0	0.875	97300.0	287.66117216117215	5376703.0	0.5	5460.0		Y	N	SRR17621558	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.0653	0.0642	97.06	0.041	95.32-99.27	0.041	0.02-0.07	1.0	0.929	381/21226	87.84	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN25512722	5376703	459	11713.95	277225	201	0	0	97300	17	44051	33	12449	74	100.0	0.02	100.0	Neural Network (Specific Model)	11.0	0.875	97300.0	287.66117216117215	5376703.0	0.5	5460.0		Y	N	SRR17621558	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9347	99.9358	97.31	63.0	NA-NA	HIGH	NA-NA	63.0	60.992	9119/21223	97.31	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA5957607	1172237	518	2263.01	40780	204	0	0	2836	115	1903	215	1115	374	28.01	0.0	30.25	Neural Network (Specific Model)	11.0	0.877	2836.0	232.87457627118644	1172237.0	0.51	1475.0		Y	N	ERR3535523	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.2	6.579	NA-NA	HIGH	NA-NA	6.0	6.579	8789/21223	97.2	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN20880147	5460996	369	14799.45	375050	203	0	0	145717	12	106226	21	25123	43	100.0	0.03	100.0	Neural Network (Specific Model)	11.0	0.874	145717.0	291.05255474452554	5460996.0	0.5	5480.0		Y	N	SRR15539634	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.1848	0.1818	97.05	0.044	95.33-98.89	0.044	0.02-0.07	1.0	0.985	404/21226	88.0	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Pass
SAMN20880147	5460996	369	14799.45	375050	203	0	0	145717	12	106226	21	25123	43	100.0	0.03	100.0	Neural Network (Specific Model)	11.0	0.874	145717.0	291.05255474452554	5460996.0	0.5	5480.0		Y	N	SRR15539634	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8152	99.8182	97.3	24.0	NA-NA	HIGH	NA-NA	24.0	24.683	9081/21223	97.3	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN17165458	2494694	1937	1287.92	56315	206	0	0	1823	383	1190	718	605	1289	49.77	1.87	48.55	Neural Network (Specific Model)	11.0	0.834	1823.0	167.79059107358262	2494694.0	0.48	4145.0		Y	N	SRR13308702	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.07	4.68	NA-NA	HIGH	NA-NA	4.0	4.68	8445/21223	97.07	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN17772277	4690469	619	7577.49	137297	200	0	0	27614	49	14600	95	5420	193	100.0	0.47	100.0	Neural Network (Specific Model)	11.0	0.855	27614.0	260.85733748540287	4690469.0	0.5	5138.0		Y	N	SRR13621997	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.98	50.0	NA-NA	HIGH	NA-NA	50.0	53.686	8207/21223	96.98	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN31988516	5325877	180	29588.21	414740	207	0	0	272314	8	134839	14	40177	28	100.0	0.24	100.0	Neural Network (Specific Model)	11.0	0.874	272314.0	306.63713496448304	5325877.0	0.51	5068.0		Y	N	SRR22543861	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.59	89.0	NA-NA	HIGH	NA-NA	89.0	90.094	9954/21223	97.59	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA9837965	299486	39	7679.13	52436	207	0	0	14957	4	10570	9	3430	19	14.24	0.52	5.16	Neural Network (Specific Model)	11.0	0.808	14957.0	211.59007832898172	299486.0	0.49	383.0		Y	N	ERR10376809	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.25	4.129	NA-NA	HIGH	NA-NA	4.0	4.129	8940/21223	97.25	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN17367916	6758949	5778	1169.77	43058	202	0	0	3117	529	1372	1179	339	3242	100.0	13.4	99.72	Neural Network (Specific Model)	11.0	0.874	3117.0	181.28213367609257	6758949.0	0.51	10892.0		Y	N	SRR13450246	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.57	13.627	NA-NA	HIGH	NA-NA	14.0	13.627	9909/21223	97.57	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN29854030	5170712	209	24740.25	515302	208	0	0	240969	8	125864	14	52432	26	100.0	0.52	100.0	Neural Network (Specific Model)	11.0	0.881	240969.0	296.9703356752537	5170712.0	0.5	5124.0		Y	N	SRR20334491	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.36	45.0	NA-NA	HIGH	NA-NA	45.0	43.883	9266/21223	97.36	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN18085340	5235872	222	23585.01	531802	202	0	0	154794	12	83247	21	23099	43	100.0	1.39	100.0	Neural Network (Specific Model)	11.0	0.878	154794.0	303.94574257425745	5235872.0	0.51	5050.0		Y	N	SRR13803061	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.77	64.0	NA-NA	HIGH	NA-NA	64.0	67.124	14453/21223	98.77	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN12599830	9885670	6001	1647.34	60260	201	0	0	5397	440	2246	994	524	3153	95.84	77.55	97.53	Neural Network (Specific Model)	11.0	0.883	5397.0	220.17596858243337	9885670.0	0.51	13241.0		Y	N	SRR10005892	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.34	68.0	NA-NA	HIGH	NA-NA	68.0	71.99	12647/21223	98.34	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA8550420	5288837	163	32446.85	511842	207	0	0	205093	8	136587	14	41614	26	100.0	1.81	100.0	Neural Network (Specific Model)	11.0	0.881	205093.0	305.2325809617272	5288837.0	0.51	5095.0		Y	N	ERR5696723	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.82	13.795	NA-NA	HIGH	NA-NA	14.0	13.795	14670/21223	98.82	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA5377523	5230946	187	27972.97	262986	212	0	0	113182	17	72298	28	21778	52	99.33	1.92	100.0	Neural Network (Specific Model)	11.0	0.878	113182.0	303.86905705229793	5230946.0	0.51	5048.0		Y	N	ERR4024202	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.94	35.0	NA-NA	HIGH	NA-NA	35.0	35.32	15240/21223	98.94	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
