Sample	Reasons
SAMN12565844	sylph_min_abundance;checkm2_max_contam
SAMN32927382	sylph_min_abundance
SAMEA11761541	sylph_min_abundance;checkm2_max_contam
SAMN07658514	sylph_min_abundance
SAMN02744739	checkm2_min_compl
SAMN08886471	checkm2_min_compl
SAMN14118124	min_N50;checkm2_min_compl
SAMN34163914	sylph_min_abundance;checkm2_max_contam
SAMN06439006	sylph_min_abundance
SAMN30547716	checkm2_min_compl
SAMEA3719215	sylph_min_abundance;checkm2_max_contam
SAMN07738671	checkm2_min_compl
SAMN41328783	sylph_min_abundance
SAMN12108282	max_contig_num;min_N50;checkm2_max_contam
SAMN12648199	max_contig_num;checkm2_max_contam
SAMN21590747	sylph_min_abundance
SAMN06718544	sylph_min_abundance
SAMN18292519	min_N50;checkm2_min_compl
SAMEA7564359	sylph_min_abundance;checkm2_max_contam
SAMN02745917	sylph_min_abundance
SAMN05720262	sylph_no_species_call;checkm2_min_compl
SAMN18118181	sylph_min_abundance
SAMN24386979	max_contig_num;checkm2_max_contam
SAMN15755895	min_N50;sylph_min_abundance;checkm2_min_compl
SAMN20834174	sylph_min_abundance
SAMEA9455066	sylph_min_abundance
SAMN02401109	min_N50;sylph_no_species_call;checkm2_min_compl
SAMEA8263676	max_contig_num;min_N50;checkm2_max_contam
SAMEA1462953	sylph_no_species_call;checkm2_min_compl
SAMN22841112	sylph_min_abundance
SAMEA104284389	sylph_min_abundance;checkm2_max_contam
SAMEA4832650	sylph_min_abundance
SAMN01938971	sylph_min_abundance
SAMN18642447	sylph_min_abundance
SAMN41339657	sylph_min_abundance
SAMN03476293	sylph_min_abundance;checkm2_max_contam
SAMN10959238	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN21302201	sylph_min_abundance
SAMN16125486	sylph_min_abundance
SAMN03476550	sylph_min_abundance
SAMN40031308	sylph_min_abundance
SAMN42382302	sylph_no_species_call
SAMN26660550	sylph_min_abundance
SAMN27480347	sylph_min_abundance
SAMEA7321538	sylph_min_abundance;checkm2_max_contam
SAMEA104358680	sylph_min_abundance
SAMN06330445	sylph_min_abundance;checkm2_max_contam
SAMN23257548	max_contig_num
SAMN42002481	sylph_min_abundance
SAMN18118365	sylph_min_abundance
SAMN17104780	sylph_min_abundance
SAMEA104317728	sylph_min_abundance
SAMEA7620291	max_contig_num;checkm2_max_contam
SAMN33769535	sylph_min_abundance
SAMN08152983	max_contig_num;checkm2_max_contam
SAMEA111272071	sylph_min_abundance;checkm2_max_contam
SAMEA3232422	sylph_min_abundance
SAMEA7563141	sylph_min_abundance
SAMN31673623	sylph_min_abundance;checkm2_max_contam
SAMN14170845	sylph_min_abundance
SAMEA5751644	sylph_min_abundance
SAMEA6943369	min_N50;checkm2_min_compl
SAMEA104208415	sylph_min_abundance
SAMN40631751	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN15180390	checkm2_max_contam
SAMN24059489	sylph_min_abundance
SAMN29228790	sylph_min_abundance
SAMN12590796	min_N50;checkm2_min_compl
SAMEA7470737	sylph_min_abundance
SAMEA1569320	checkm2_max_contam
SAMN15768546	sylph_min_abundance
SAMEA8939187	sylph_min_abundance;checkm2_max_contam
SAMN05276401	sylph_min_abundance;checkm2_min_compl
SAMN15236222	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMEA1530925	sylph_min_abundance
SAMN02194252	max_contig_num;sylph_no_species_call;checkm2_min_compl
SAMEA7115401	sylph_min_abundance
SAMEA4930655	sylph_min_abundance;checkm2_max_contam
SAMN41499152	sylph_min_abundance
SAMEA104128346	max_contig_num;min_N50;checkm2_max_contam
SAMN19946254	sylph_min_abundance
SAMD00498013	sylph_min_abundance
SAMEA8611490	sylph_no_species_call;checkm2_max_contam
SAMN18016827	sylph_min_abundance
SAMN13506091	checkm2_min_compl
SAMN04440814	sylph_min_abundance;checkm2_max_contam
SAMN08886604	checkm2_min_compl
SAMN33949364	sylph_min_abundance;checkm2_max_contam
SAMN12603887	sylph_min_abundance
SAMN02802047	min_N50;checkm2_min_compl
SAMEA5875853	max_contig_num
SAMD00399319	sylph_min_abundance;checkm2_max_contam
SAMN14908529	checkm2_max_contam
SAMN28536920	checkm2_max_contam
SAMN16233218	sylph_min_abundance;checkm2_max_contam
SAMEA3389002	sylph_min_abundance
SAMEA4547108	sylph_min_abundance;checkm2_max_contam
SAMN02745299	sylph_no_species_call;checkm2_min_compl
SAMN16278091	sylph_min_abundance;checkm2_min_compl
SAMEA7469669	sylph_min_abundance;checkm2_max_contam
SAMEA115577936	sylph_min_abundance;checkm2_max_contam
SAMN31581275	sylph_min_abundance
SAMN33797063	sylph_min_abundance
SAMN18336067	sylph_min_abundance
SAMEA111272913	checkm2_max_contam
SAMEA7550628	sylph_min_abundance;checkm2_max_contam
SAMEA113537498	sylph_min_abundance
SAMEA111347933	sylph_min_abundance
SAMEA111505326	max_contig_num;checkm2_max_contam
SAMEA8389074	sylph_min_abundance;checkm2_max_contam
SAMN41499113	max_contig_num
SAMEA6147203	sylph_min_abundance
SAMEA2150093	sylph_min_abundance;checkm2_max_contam
SAMEA112867144	sylph_min_abundance
SAMN18648626	sylph_min_abundance
SAMEA8999909	sylph_min_abundance
SAMEA104447623	checkm2_max_contam
SAMN00103105	min_N50;checkm2_min_compl
SAMN02194324	sylph_no_species_call;checkm2_min_compl
SAMEA114462108	sylph_min_abundance
SAMN15242879	checkm2_min_compl
SAMEA7549247	min_N50;sylph_min_abundance;checkm2_min_compl
SAMN03659311	checkm2_min_compl
SAMN17369760	sylph_min_abundance
SAMN03358302	sylph_min_abundance;checkm2_max_contam
SAMN25516753	sylph_min_abundance
SAMEA7457180	sylph_min_abundance
SAMN41901239	sylph_min_abundance
SAMEA7817793	sylph_min_abundance;checkm2_max_contam
SAMN16556887	sylph_min_abundance;checkm2_max_contam
SAMN34233958	sylph_min_abundance;checkm2_min_compl
SAMN28194254	sylph_min_abundance;checkm2_max_contam
SAMEA7624844	sylph_min_abundance;checkm2_max_contam
SAMD00009278	sylph_min_abundance
SAMEA1571037	sylph_min_abundance
SAMN18191037	checkm2_max_contam
SAMEA7546852	checkm2_min_compl
SAMN02843787	max_contig_num;checkm2_max_contam
SAMN30553223	sylph_no_species_call
SAMEA3232444	sylph_min_abundance
SAMEA114309643	sylph_min_abundance;checkm2_max_contam
SAMEA112785788	sylph_min_abundance;checkm2_max_contam
SAMEA7584432	max_contig_num;checkm2_max_contam
SAMN02744808	sylph_min_abundance;checkm2_min_compl
SAMN32975039	sylph_min_abundance
SAMEA111538798	checkm2_max_contam
SAMN08795114	sylph_min_abundance;checkm2_max_contam
SAMN13566645	sylph_min_abundance;checkm2_max_contam
SAMN18805051	min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA5548348	sylph_min_abundance
SAMN37982926	sylph_min_abundance
SAMN13975619	sylph_min_abundance
SAMN29475799	max_contig_num;checkm2_max_contam
SAMN03069675	sylph_no_species_call
SAMEA5050719	sylph_min_abundance;checkm2_max_contam
SAMEA10634339	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMN08537571	checkm2_min_compl
SAMEA5599121	sylph_min_abundance
SAMN22105929	sylph_min_abundance
SAMN14336428	sylph_min_abundance;checkm2_max_contam
SAMN41332188	sylph_min_abundance;checkm2_min_compl
SAMN02199071	checkm2_max_contam
SAMEA3489421	sylph_min_abundance;checkm2_max_contam
SAMN33940758	sylph_min_abundance;checkm2_min_compl
SAMN09867675	sylph_min_abundance;checkm2_max_contam
SAMD00532255	sylph_min_abundance
SAMN13182937	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMN42002474	sylph_min_abundance
SAMN21435116	sylph_min_abundance
SAMEA8611312	sylph_no_species_call;checkm2_max_contam
SAMN25520147	sylph_min_abundance;checkm2_max_contam
SAMEA7622400	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMD00253790	sylph_no_species_call;checkm2_min_compl
SAMEA104451985	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN21978488	sylph_min_abundance;checkm2_max_contam
SAMN20512889	sylph_min_abundance
SAMEA4823135	sylph_min_abundance;checkm2_max_contam
SAMN06434674	sylph_min_abundance;checkm2_max_contam
SAMN02598976	sylph_min_abundance;checkm2_max_contam
SAMEA4832699	sylph_min_abundance
SAMN41338318	sylph_min_abundance
SAMEA104360957	sylph_min_abundance
SAMEA101010418	sylph_min_abundance
SAMN16233121	sylph_no_species_call
SAMN18118336	sylph_min_abundance
SAMN11372016	sylph_min_abundance
SAMEA13292035	sylph_min_abundance
SAMN07658495	sylph_min_abundance
SAMEA8610761	sylph_min_abundance;checkm2_max_contam
SAMN41641340	sylph_min_abundance
SAMEA112486223	sylph_min_abundance
SAMEA4831102	max_contig_num;checkm2_max_contam
SAMEA115163161	max_contig_num
SAMEA104055263	sylph_min_abundance;checkm2_max_contam
SAMN33769754	sylph_min_abundance
SAMN29790622	sylph_min_abundance;checkm2_max_contam
SAMN24498190	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMEA110354189	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN08537573	checkm2_min_compl
SAMN41852157	sylph_min_abundance
SAMEA10634491	sylph_min_abundance;checkm2_max_contam
SAMEA69747418	sylph_min_abundance
SAMEA4730588	sylph_min_abundance
SAMN14481393	sylph_min_abundance;checkm2_max_contam
SAMEA1530751	sylph_min_abundance;checkm2_max_contam
SAMN40528877	sylph_min_abundance
SAMEA7622956	sylph_min_abundance;checkm2_max_contam
SAMN18878372	sylph_min_abundance
SAMEA5168125	sylph_min_abundance
SAMN11848807	sylph_min_abundance;checkm2_max_contam
SAMEA11307600	sylph_min_abundance
SAMN16556795	checkm2_min_compl
SAMEA5615731	sylph_min_abundance;checkm2_max_contam
SAMEA115749033	sylph_min_abundance
SAMEA7530734	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMEA7562028	sylph_min_abundance
SAMN02441459	max_contig_num;min_N50;sylph_no_species_call;checkm2_min_compl
SAMEA5751544	sylph_min_abundance
SAMEA2612906	sylph_min_abundance;checkm2_max_contam
SAMN40027657	sylph_min_abundance
SAMEA7469704	checkm2_max_contam
SAMN16616518	sylph_min_abundance
SAMEA4620000	sylph_min_abundance
SAMEA7545573	sylph_min_abundance;checkm2_max_contam
SAMEA111271412	sylph_min_abundance;checkm2_max_contam
SAMEA8272365	sylph_min_abundance;checkm2_max_contam
SAMEA4763326	checkm2_max_contam
SAMEA7698166	sylph_min_abundance
SAMEA4830965	sylph_min_abundance
SAMEA4832388	sylph_min_abundance
SAMN07197426	checkm2_min_compl
SAMN41497968	sylph_min_abundance
SAMN16095164	min_N50;checkm2_min_compl
SAMN39921195	sylph_min_abundance
SAMEA8610398	sylph_min_abundance
SAMN31452929	sylph_min_abundance
SAMN32508917	checkm2_max_contam
SAMN08291633	sylph_no_species_call
SAMEA110420083	sylph_min_abundance;checkm2_max_contam
SAMN09466922	sylph_min_abundance
SAMN03225387	sylph_min_abundance
SAMN18146244	sylph_min_abundance;checkm2_max_contam
SAMN03262656	min_N50;checkm2_min_compl
SAMEA110665000	sylph_min_abundance;checkm2_max_contam
SAMN12898221	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMN08438728	sylph_min_abundance;checkm2_max_contam
SAMEA7282527	checkm2_min_compl
SAMN41643985	sylph_min_abundance;checkm2_max_contam
SAMEA111270285	sylph_min_abundance
SAMN08039180	max_contig_num;checkm2_max_contam
SAMN21593477	sylph_min_abundance
SAMEA2066280	sylph_min_abundance
SAMEA5854669	sylph_min_abundance
SAMN16616541	sylph_min_abundance
SAMN03360129	sylph_min_abundance
SAMEA110051931	sylph_min_abundance;checkm2_max_contam
SAMEA3448369	checkm2_max_contam
SAMN08865297	sylph_min_abundance
SAMN12943630	max_contig_num
SAMN03469684	sylph_min_abundance
SAMN41765776	sylph_min_abundance
SAMD00576511	sylph_no_species_call
SAMEA5994906	sylph_min_abundance
SAMN27155593	min_N50;checkm2_min_compl
SAMN11060208	sylph_min_abundance
SAMEA7624047	sylph_min_abundance
SAMN08783877	sylph_min_abundance
SAMN07676193	sylph_min_abundance
SAMEA6262377	checkm2_min_compl
SAMN38917244	sylph_min_abundance
SAMEA1317820	checkm2_min_compl
SAMEA7297281	min_N50;checkm2_min_compl
SAMN16966173	sylph_min_abundance
SAMN03567960	sylph_min_abundance
SAMN22875476	sylph_min_abundance
SAMN33940762	sylph_min_abundance;checkm2_max_contam
SAMEA1530887	sylph_min_abundance;checkm2_max_contam
SAMN14165488	checkm2_max_contam
SAMN03479975	sylph_min_abundance
SAMEA3673012	sylph_min_abundance;checkm2_max_contam
SAMEA114236257	sylph_min_abundance
SAMN02745238	min_N50;sylph_no_species_call;checkm2_min_compl;checkm2_max_contam
SAMN41594256	sylph_min_abundance
SAMEA5163148	sylph_min_abundance
SAMN03360145	checkm2_max_contam
SAMEA8611199	sylph_no_species_call;checkm2_max_contam
SAMN02194954	sylph_min_abundance;checkm2_min_compl
SAMN02910417	sylph_min_abundance
SAMEA6434732	sylph_min_abundance;checkm2_max_contam
SAMEA6422383	sylph_min_abundance
SAMN09951162	sylph_min_abundance
SAMEA9850384	max_contig_num;min_N50;checkm2_max_contam
SAMN03573866	max_contig_num;checkm2_min_compl;checkm2_max_contam
SAMEA23760418	sylph_min_abundance
SAMEA8571405	max_contig_num;min_N50;checkm2_max_contam
SAMEA12361937	sylph_min_abundance;checkm2_min_compl;checkm2_max_contam
SAMN16233139	sylph_no_species_call
SAMN17054821	min_N50;sylph_min_abundance;checkm2_min_compl
SAMN03922973	checkm2_max_contam
SAMN35774744	min_N50;checkm2_min_compl
SAMN31521407	sylph_no_species_call
SAMN11268546	sylph_min_abundance;checkm2_max_contam
SAMEA104411484	sylph_min_abundance
SAMN09233156	sylph_min_abundance
SAMN04364212	sylph_min_abundance;checkm2_max_contam
SAMEA113538297	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN07989038	checkm2_max_contam
SAMN41498499	max_contig_num
SAMN05202166	sylph_min_abundance;checkm2_max_contam
SAMEA114240895	sylph_min_abundance
SAMN19657753	sylph_min_abundance
SAMEA114389979	sylph_min_abundance
SAMN41139671	sylph_min_abundance
SAMN10080158	max_contig_num;min_N50;checkm2_max_contam
SAMEA5377802	sylph_min_abundance
SAMEA5732558	sylph_min_abundance
SAMN41333268	sylph_min_abundance
SAMEA10302127	checkm2_max_contam
SAMD00053342	sylph_min_abundance;checkm2_min_compl;checkm2_max_contam
SAMEA6872273	sylph_min_abundance;checkm2_min_compl
SAMN08912962	sylph_min_abundance
SAMD00499781	sylph_min_abundance;checkm2_max_contam
SAMN08778910	sylph_no_species_call
SAMEA115745606	checkm2_max_contam
SAMEA7619875	sylph_min_abundance;checkm2_max_contam
SAMN24547521	sylph_min_abundance
SAMEA2625940	sylph_min_abundance;checkm2_max_contam
SAMEA3501070	sylph_min_abundance;checkm2_max_contam
SAMN41340043	sylph_min_abundance
SAMEA113429982	sylph_min_abundance
SAMD00320876	checkm2_max_contam
SAMN03199105	checkm2_min_compl
SAMN13712330	sylph_min_abundance
SAMEA7297185	checkm2_min_compl
SAMEA8692678	sylph_min_abundance
SAMN06090789	sylph_min_abundance;checkm2_max_contam
SAMN29681329	sylph_min_abundance
SAMEA5378367	sylph_min_abundance
SAMN19375672	sylph_min_abundance;checkm2_max_contam
SAMN42738386	max_contig_num;checkm2_max_contam
SAMEA1903205	sylph_min_abundance;checkm2_min_compl
SAMN11809013	sylph_min_abundance;checkm2_max_contam
SAMN35360580	sylph_min_abundance
SAMEA104153410	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN40604637	max_contig_num;min_N50;checkm2_max_contam
SAMN03197515	sylph_min_abundance
SAMN07999134	sylph_min_abundance
SAMN30396334	sylph_min_abundance;checkm2_max_contam
SAMEA104446870	sylph_min_abundance
SAMN01779557	sylph_min_abundance
SAMEA3545366	sylph_min_abundance
SAMN12617813	sylph_min_abundance;checkm2_max_contam
SAMN39202835	sylph_min_abundance
SAMEA8653726	sylph_no_species_call
SAMN23844038	max_contig_num;min_N50;checkm2_max_contam
SAMN25843163	sylph_min_abundance
SAMN08387070	sylph_min_abundance
SAMN09530913	sylph_min_abundance;checkm2_max_contam
SAMN06477604	sylph_min_abundance;checkm2_max_contam
SAMN26232527	sylph_min_abundance
SAMN37546455	sylph_min_abundance
SAMN33769890	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA5622004	checkm2_max_contam
SAMN41331073	sylph_min_abundance
SAMN06048283	max_contig_num
SAMEA115667576	sylph_min_abundance;checkm2_max_contam
SAMEA114240807	sylph_min_abundance
SAMEA1707826	sylph_min_abundance
SAMEA111266477	sylph_min_abundance
SAMEA4680527	max_contig_num;checkm2_max_contam
SAMEA1556891	sylph_min_abundance
SAMN30547722	checkm2_min_compl
SAMN02194945	max_contig_num;min_N50;checkm2_min_compl
SAMEA4832054	sylph_min_abundance;checkm2_max_contam
SAMN14074543	checkm2_max_contam
SAMN12250949	sylph_min_abundance;checkm2_max_contam
SAMEA6142676	sylph_min_abundance;checkm2_max_contam
SAMN02745860	sylph_min_abundance
SAMN30415107	checkm2_min_compl
SAMEA4967958	sylph_min_abundance;checkm2_max_contam
SAMN12599833	sylph_min_abundance;checkm2_max_contam
SAMN36761914	sylph_min_abundance
SAMN09232895	min_N50;checkm2_min_compl
SAMN07609421	sylph_min_abundance;checkm2_max_contam
SAMEA1708677	sylph_min_abundance
SAMEA9699085	sylph_min_abundance
SAMEA114470164	sylph_min_abundance
SAMN02745653	checkm2_min_compl
SAMEA4547127	sylph_min_abundance;checkm2_max_contam
SAMEA7549512	sylph_min_abundance;checkm2_max_contam
SAMN27780926	sylph_min_abundance;checkm2_max_contam
SAMN30415958	sylph_min_abundance;checkm2_max_contam
SAMEA114309774	sylph_min_abundance
SAMEA5191254	max_contig_num;min_N50;checkm2_max_contam
SAMEA6872358	sylph_min_abundance
SAMN03479690	sylph_min_abundance;checkm2_max_contam
SAMN12194884	max_contig_num;min_N50;checkm2_max_contam
SAMN41498741	sylph_min_abundance
SAMN12868844	max_contig_num;min_N50;checkm2_max_contam
SAMN41496659	sylph_min_abundance
SAMEA110347556	sylph_min_abundance;checkm2_max_contam
SAMEA3276554	sylph_min_abundance;checkm2_max_contam
SAMN02360586	sylph_min_abundance;checkm2_max_contam
SAMN06351191	checkm2_min_compl;checkm2_max_contam
SAMN41760202	sylph_min_abundance
SAMN28014556	sylph_min_abundance;checkm2_max_contam
SAMEA4830944	sylph_min_abundance;checkm2_max_contam
SAMEA110664965	sylph_min_abundance;checkm2_max_contam
SAMEA9334823	sylph_min_abundance
SAMN27748266	sylph_no_species_call;checkm2_min_compl
SAMN31555286	checkm2_min_compl
SAMN17497457	min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA806684	min_N50;checkm2_min_compl
SAMN13066555	sylph_min_abundance
SAMN07660338	sylph_min_abundance;checkm2_max_contam
SAMEA10468682	sylph_min_abundance
SAMEA104694412	sylph_min_abundance;checkm2_max_contam
SAMEA3367317	min_N50;checkm2_min_compl
SAMN33142257	min_N50;checkm2_min_compl
SAMN14163483	max_contig_num;checkm2_max_contam
SAMEA6143054	checkm2_min_compl
SAMEA26369668	sylph_min_abundance
SAMEA110665043	sylph_min_abundance
SAMEA1571402	checkm2_max_contam
SAMEA114528128	checkm2_min_compl
SAMN11268542	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN25232950	max_contig_num;checkm2_max_contam
SAMEA5330345	sylph_min_abundance
SAMEA7546338	checkm2_min_compl
SAMN26000040	sylph_min_abundance
SAMEA3727556	sylph_min_abundance
SAMEA4673242	sylph_min_abundance
SAMEA110354369	max_contig_num;min_N50;checkm2_max_contam
SAMN02745324	sylph_no_species_call;checkm2_min_compl
SAMN19954450	sylph_min_abundance
SAMN08732514	sylph_min_abundance
SAMEA5050760	sylph_min_abundance
SAMN07431389	checkm2_min_compl
SAMEA5615832	max_contig_num;min_N50;checkm2_max_contam
SAMN15236352	sylph_min_abundance
SAMEA6147543	sylph_min_abundance;checkm2_max_contam
SAMN07153520	sylph_min_abundance
SAMEA8263483	sylph_min_abundance;checkm2_max_contam
SAMN02923760	sylph_no_species_call;checkm2_min_compl
SAMN09284533	sylph_min_abundance
SAMEA111505066	max_contig_num;checkm2_max_contam
SAMN32927465	sylph_min_abundance
SAMN41394384	checkm2_min_compl
SAMD00253787	sylph_no_species_call;checkm2_min_compl
SAMN27533893	sylph_min_abundance;checkm2_max_contam
SAMN23407551	sylph_min_abundance
SAMN04568136	sylph_min_abundance
SAMEA5616015	sylph_min_abundance
SAMN07155866	sylph_min_abundance
SAMEA4884773	max_contig_num
SAMEA6359839	sylph_min_abundance
SAMN08913126	sylph_min_abundance
SAMEA4831258	sylph_min_abundance;checkm2_max_contam
SAMN04323527	sylph_no_species_call
SAMEA4967561	sylph_min_abundance;checkm2_max_contam
SAMEA3538827	sylph_min_abundance
SAMN05251190	checkm2_min_compl
SAMN08581985	sylph_min_abundance
SAMN14422997	checkm2_max_contam
SAMEA5698426	sylph_min_abundance
SAMEA110694956	sylph_min_abundance;checkm2_max_contam
SAMEA114036820	checkm2_min_compl
SAMN03702852	checkm2_min_compl
SAMEA5162057	sylph_min_abundance
SAMN05216547	sylph_no_species_call;checkm2_min_compl
SAMEA4846471	sylph_min_abundance
SAMEA7546148	checkm2_min_compl
SAMN14147017	sylph_min_abundance
SAMEA698228	sylph_min_abundance
